Branch ID,Branch Name,Library ID,Address,Email,Media ID,Available Copies,Total Copies
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca6f,5,10
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca70,3,6
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca74,4,9
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca79,6,10
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca7c,3,7
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca80,4,8
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca82,7,10
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca84,3,5
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca87,6,9
branch_id_1,Central Branch,library_id_1,123 Main St,central@librarysystem.com,673c85daede0ec4def1bca8a,5,10
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca6f,3,6
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca71,5,10
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca75,2,7
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca7b,4,9
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca7e,6,10
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca81,4,8
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca83,7,9
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca86,3,7
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca89,2,5
branch_id_2,North Branch,library_id_1,456 North St,north@librarysystem.com,673c85daede0ec4def1bca8b,6,10
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca70,2,5
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca73,6,10
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca77,3,8
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca7a,5,10
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca7d,4,9
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca80,6,10
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca82,2,7
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca85,4,8
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca87,5,10
branch_id_3,East Branch,library_id_1,789 East St,east@librarysystem.com,673c85daede0ec4def1bca8c,3,7
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca71,5,10
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca74,3,7
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca76,2,6
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca7b,7,10
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca7c,4,9
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca7e,6,10
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca81,5,8
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca84,2,7
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca88,4,8
branch_id_4,South Branch,library_id_1,123 South St,south@librarysystem.com,673c85daede0ec4def1bca8a,6,10
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca7f,6,10
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca6f,3,6
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca73,5,9
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca80,4,8
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca79,6,10
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca85,3,7
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca7d,4,9
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca86,6,10
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca88,3,6
branch_id_5,West Branch,library_id_1,101 West St,west@librarysystem.com,673c85daede0ec4def1bca92,4,8
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca78,4,10
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca72,6,9
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca81,4,8
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca83,5,10
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca7a,3,10
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca77,3,7
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca84,0,9
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca76,4,8
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca8d,0,10
branch_id_6,Northwest Branch,library_id_1,250 Northwest St,northwest@librarysystem.com,673c85daede0ec4def1bca92,0,10
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca79,6,10
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca6f,3,6
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca73,4,9
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca76,5,8
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca86,7,10
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca77,2,7
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca7d,4,9
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca92,5,10
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca8e,6,9
branch_id_7,Southeast Branch,library_id_1,180 Southeast St,southeast@librarysystem.com,673c85daede0ec4def1bca9f,3,6
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca79,4,9
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca72,5,10
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca7a,6,10
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca8f,7,9
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca8b,5,10
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca9c,4,8
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca7c,2,7
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca9a,3,6
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca9e,5,10
branch_id_8,Southwest Branch,library_id_1,300 Southwest St,southwest@librarysystem.com,673c85daede0ec4def1bca8d,3,7
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca6f,2,7
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca74,4,9
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca80,5,10
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca76,6,9
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca83,4,8
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca7c,2,6
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca7b,3,7
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca9d,5,10
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca9f,6,10
branch_id_9,Mountain Branch,library_id_1,500 Mountain St,mountain@librarysystem.com,673c85daede0ec4def1bca8c,0,8
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca7b,6,10
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca82,5,9
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca74,4,8
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca7c,3,6
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca8f,5,10
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca7e,7,10
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca8d,4,8
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca9c,5,9
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca81,2,6
branch_id_10,Coast Branch,library_id_1,700 Coast St,coast@librarysystem.com,673c85daede0ec4def1bca9e,3,8
